,month1,month2,month3,month4,month5,month6,month7,month8,month9,month10,month11,month12,s_DC1_1,s_DC1_2,s_DC1_3,s_DC1_4,s_DC1_5,s_DC1_6,s_DC1_7,s_DC1_8,s_DC1_9,s_DC1_10,s_DC1_11,s_DC1_12,S_DC1_1,S_DC1_2,S_DC1_3,S_DC1_4,S_DC1_5,S_DC1_6,S_DC1_7,S_DC1_8,S_DC1_9,S_DC1_10,S_DC1_11,S_DC1_12,s_DC2_1,s_DC2_2,s_DC2_3,s_DC2_4,s_DC2_5,s_DC2_6,s_DC2_7,s_DC2_8,s_DC2_9,s_DC2_10,s_DC2_11,s_DC2_12,S_DC2_1,S_DC2_2,S_DC2_3,S_DC2_4,S_DC2_5,S_DC2_6,S_DC2_7,S_DC2_8,S_DC2_9,S_DC2_10,S_DC2_11,S_DC2_12,s_r1_1,s_r1_2,s_r1_3,s_r1_4,s_r1_5,s_r1_6,s_r1_7,s_r1_8,s_r1_9,s_r1_10,s_r1_11,s_r1_12,S_r2_1,S_r2_2,S_r2_3,S_r2_4,S_r2_5,S_r2_6,S_r2_7,S_r2_8,S_r2_9,S_r2_10,S_r2_11,S_r2_12,profit
30,21700,23600,20000,20900,28200,17600,27100,22300,18600,23800,18500,19900,60775,78442,48251,50933,53206,66622,71064,56331,71396,81700,63806,83008,181934,177692,156645,139924,181711,152698,171986,121836,126099,121433,146534,174966,60775,78442,48251,50933,53206,66622,71064,56331,71396,81700,63806,83008,181934,177692,156645,139924,181711,152698,171986,121836,126099,121433,146534,174966,60775,78442,48251,50933,53206,66622,71064,56331,71396,81700,63806,83008,181934,177692,156645,139924,181711,152698,171986,121836,126099,121433,146534,174966,107217774
31,15900,21700,20100,12200,23900,20000,18400,31500,20900,15500,21200,15100,74785,52253,56791,76722,67379,71101,40986,69687,71611,63738,42676,43032,152717,158021,108877,132378,127446,147501,104175,138193,132411,133368,98669,118751,74785,52253,56791,76722,67379,71101,40986,69687,71611,63738,42676,43032,152717,158021,108877,132378,127446,147501,104175,138193,132411,133368,98669,118751,74785,52253,56791,76722,67379,71101,40986,69687,71611,63738,42676,43032,152717,158021,108877,132378,127446,147501,104175,138193,132411,133368,98669,118751,92652490
32,17600,24900,31300,39300,26300,21300,23300,19200,14100,22800,16200,18500,69474,68483,72667,52444,46525,64278,73091,67227,67154,84051,64423,88446,141685,196078,144997,173301,167353,124458,132295,166618,171071,129218,139072,128089,69474,68483,72667,52444,46525,64278,73091,67227,67154,84051,64423,88446,141685,196078,144997,173301,167353,124458,132295,166618,171071,129218,139072,128089,69474,68483,72667,52444,46525,64278,73091,67227,67154,84051,64423,88446,141685,196078,144997,173301,167353,124458,132295,166618,171071,129218,139072,128089,72355543
33,21400,12100,19300,38600,31600,28600,29300,24700,30800,31000,27700,9500,55894,85712,98695,95623,89759,73353,52075,93086,54055,96238,86299,53774,203263,136467,197742,167643,213676,219840,200993,198961,177416,176779,210672,198604,55894,85712,98695,95623,89759,73353,52075,93086,54055,96238,86299,53774,203263,136467,197742,167643,213676,219840,200993,198961,177416,176779,210672,198604,55894,85712,98695,95623,89759,73353,52075,93086,54055,96238,86299,53774,203263,136467,197742,167643,213676,219840,200993,198961,177416,176779,210672,198604,136840317
34,49800,39700,13400,36800,22500,22200,17600,21500,13500,28400,25100,17300,62644,81075,58605,62439,88596,64042,69958,63319,58220,83334,75973,79547,178005,202551,212733,182892,130730,192782,191079,142164,215550,180083,187387,203179,62644,81075,58605,62439,88596,64042,69958,63319,58220,83334,75973,79547,178005,202551,212733,182892,130730,192782,191079,142164,215550,180083,187387,203179,62644,81075,58605,62439,88596,64042,69958,63319,58220,83334,75973,79547,178005,202551,212733,182892,130730,192782,191079,142164,215550,180083,187387,203179,97692840
35,99000,108000,57000,80000,100500,105500,104500,94500,159000,121000,73000,128000,295623,218461,348336,226146,281707,234306,373670,273994,213956,274840,408350,352126,585885,577010,795495,513127,536436,832272,676362,675630,801613,626937,812998,618785,295623,218461,348336,226146,281707,234306,373670,273994,213956,274840,408350,352126,585885,577010,795495,513127,536436,832272,676362,675630,801613,626937,812998,618785,295623,218461,348336,226146,281707,234306,373670,273994,213956,274840,408350,352126,585885,577010,795495,513127,536436,832272,676362,675630,801613,626937,812998,618785,346786953
36,141000,92500,56000,162000,80000,104500,67500,80000,81500,151000,94500,104500,271842,303862,317274,292178,232134,318653,338533,374486,329200,286238,368644,314995,681054,572982,792550,794360,765782,730228,517612,545949,785465,834678,867564,568636,271842,303862,317274,292178,232134,318653,338533,374486,329200,286238,368644,314995,681054,572982,792550,794360,765782,730228,517612,545949,785465,834678,867564,568636,271842,303862,317274,292178,232134,318653,338533,374486,329200,286238,368644,314995,681054,572982,792550,794360,765782,730228,517612,545949,785465,834678,867564,568636,516921428
37,66500,202500,93500,81000,57000,132000,92500,145000,116000,177000,133000,163500,391751,377373,386943,252582,486108,402532,363031,451102,261786,445218,387599,407665,901612,822029,932109,960340,1030040,811730,994109,678422,822418,687901,760571,842458,391751,377373,386943,252582,486108,402532,363031,451102,261786,445218,387599,407665,901612,822029,932109,960340,1030040,811730,994109,678422,822418,687901,760571,842458,391751,377373,386943,252582,486108,402532,363031,451102,261786,445218,387599,407665,901612,822029,932109,960340,1030040,811730,994109,678422,822418,687901,760571,842458,474374746
38,184500,73500,83000,105500,108500,82500,82500,93000,132500,82500,75500,169000,247138,417552,326229,286802,348287,288465,356607,362238,361593,266420,350197,349431,779621,535023,837218,824929,634003,683705,571110,669899,786602,853260,652741,601262,247138,417552,326229,286802,348287,288465,356607,362238,361593,266420,350197,349431,779621,535023,837218,824929,634003,683705,571110,669899,786602,853260,652741,601262,247138,417552,326229,286802,348287,288465,356607,362238,361593,266420,350197,349431,779621,535023,837218,824929,634003,683705,571110,669899,786602,853260,652741,601262,557775048
39,122000,85000,109500,54000,46000,152000,123500,117000,80000,66500,64500,68000,246434,262996,215652,312375,286262,254118,227003,351671,221804,289649,237131,301727,652230,676123,799977,741243,753789,717099,501062,478465,774563,786872,748569,473345,246434,262996,215652,312375,286262,254118,227003,351671,221804,289649,237131,301727,652230,676123,799977,741243,753789,717099,501062,478465,774563,786872,748569,473345,246434,262996,215652,312375,286262,254118,227003,351671,221804,289649,237131,301727,652230,676123,799977,741243,753789,717099,501062,478465,774563,786872,748569,473345,289255891
40,17400,26100,20300,15300,12400,18100,13500,9700,16500,22000,21900,6200,39309,44338,35561,63039,49538,45340,54334,33868,48639,36382,65562,45105,124983,140431,120759,83756,128176,146331,111356,137921,146221,135152,145646,92661,39309,44338,35561,63039,49538,45340,54334,33868,48639,36382,65562,45105,124983,140431,120759,83756,128176,146331,111356,137921,146221,135152,145646,92661,39309,44338,35561,63039,49538,45340,54334,33868,48639,36382,65562,45105,124983,140431,120759,83756,128176,146331,111356,137921,146221,135152,145646,92661,55886336
41,25000,18900,11800,26200,11200,19700,15700,15400,4600,16000,16300,22100,34521,59207,34610,36963,64747,42873,45155,55716,35296,36640,41500,56036,92684,103331,93346,135201,101756,131307,95615,124691,134065,88083,100922,94985,34521,59207,34610,36963,64747,42873,45155,55716,35296,36640,41500,56036,92684,103331,93346,135201,101756,131307,95615,124691,134065,88083,100922,94985,34521,59207,34610,36963,64747,42873,45155,55716,35296,36640,41500,56036,92684,103331,93346,135201,101756,131307,95615,124691,134065,88083,100922,94985,94818259
42,17300,21500,16700,19400,15700,20700,20800,10900,14400,19500,9700,14300,56714,51585,51897,46074,45097,53748,62879,61838,64743,49526,37518,57794,107110,143357,105069,122581,124389,86354,146345,136077,84891,131886,120957,125426,56714,51585,51897,46074,45097,53748,62879,61838,64743,49526,37518,57794,107110,143357,105069,122581,124389,86354,146345,136077,84891,131886,120957,125426,56714,51585,51897,46074,45097,53748,62879,61838,64743,49526,37518,57794,107110,143357,105069,122581,124389,86354,146345,136077,84891,131886,120957,125426,63836517
43,8400,15600,13100,6700,17200,17000,32500,13100,8800,14600,28400,21300,52910,54191,42258,48007,53593,43213,35496,47902,48980,45293,52044,53859,105068,140832,86271,92487,114930,107071,139668,130845,143510,92620,100918,121426,52910,54191,42258,48007,53593,43213,35496,47902,48980,45293,52044,53859,105068,140832,86271,92487,114930,107071,139668,130845,143510,92620,100918,121426,52910,54191,42258,48007,53593,43213,35496,47902,48980,45293,52044,53859,105068,140832,86271,92487,114930,107071,139668,130845,143510,92620,100918,121426,123402408
44,18500,17700,13400,13800,10000,18900,8600,13800,15000,17600,15000,18400,44857,54195,41226,37078,59291,38151,34997,36552,36798,44681,39808,33294,82119,119529,83076,79768,82569,77232,127256,131199,98132,126462,114303,131224,44857,54195,41226,37078,59291,38151,34997,36552,36798,44681,39808,33294,82119,119529,83076,79768,82569,77232,127256,131199,98132,126462,114303,131224,44857,54195,41226,37078,59291,38151,34997,36552,36798,44681,39808,33294,82119,119529,83076,79768,82569,77232,127256,131199,98132,126462,114303,131224,41802847
45,79100,63900,59900,69800,102100,64600,69400,55600,75900,70100,75700,69000,181005,251973,258936,171897,269307,224210,259846,197629,250960,238604,148048,281502,513591,445201,386376,575010,498194,534966,539671,610942,577354,570163,383808,533730,181005,251973,258936,171897,269307,224210,259846,197629,250960,238604,148048,281502,513591,445201,386376,575010,498194,534966,539671,610942,577354,570163,383808,533730,181005,251973,258936,171897,269307,224210,259846,197629,250960,238604,148048,281502,513591,445201,386376,575010,498194,534966,539671,610942,577354,570163,383808,533730,286273830
46,75900,75100,99800,56200,62100,74400,71300,64500,75200,57800,58800,41000,164039,189101,244043,221709,136594,266121,155886,161489,177272,152452,220444,185952,404621,563224,442030,504477,582219,575567,507281,505314,401992,422813,462899,342388,164039,189101,244043,221709,136594,266121,155886,161489,177272,152452,220444,185952,404621,563224,442030,504477,582219,575567,507281,505314,401992,422813,462899,342388,164039,189101,244043,221709,136594,266121,155886,161489,177272,152452,220444,185952,404621,563224,442030,504477,582219,575567,507281,505314,401992,422813,462899,342388,390136411
47,69500,75500,97500,144100,94500,98500,65400,58100,60200,60600,48000,77900,230609,252194,308152,231941,253618,209951,240962,243356,189379,267355,243098,312249,543241,608924,496107,677076,700456,666539,692882,523039,697184,491939,543979,694690,230609,252194,308152,231941,253618,209951,240962,243356,189379,267355,243098,312249,543241,608924,496107,677076,700456,666539,692882,523039,697184,491939,543979,694690,230609,252194,308152,231941,253618,209951,240962,243356,189379,267355,243098,312249,543241,608924,496107,677076,700456,666539,692882,523039,697184,491939,543979,694690,358296156
48,96700,80100,100300,127200,76700,99500,114800,63100,105900,95700,89500,50400,339763,346909,345322,295252,268908,239475,280120,363649,212658,303247,240503,336747,643537,459932,660610,561072,658770,717191,700934,511863,520237,686354,822044,785022,339763,346909,345322,295252,268908,239475,280120,363649,212658,303247,240503,336747,643537,459932,660610,561072,658770,717191,700934,511863,520237,686354,822044,785022,339763,346909,345322,295252,268908,239475,280120,363649,212658,303247,240503,336747,643537,459932,660610,561072,658770,717191,700934,511863,520237,686354,822044,785022,659379797
49,93500,104300,83800,92400,118500,93100,62500,92600,82600,70600,52300,92600,220161,182153,297038,213851,324893,174403,199357,219199,254427,296348,309549,189576,679485,636450,730057,494725,453735,699853,453460,733100,484060,650401,435138,632154,220161,182153,297038,213851,324893,174403,199357,219199,254427,296348,309549,189576,679485,636450,730057,494725,453735,699853,453460,733100,484060,650401,435138,632154,220161,182153,297038,213851,324893,174403,199357,219199,254427,296348,309549,189576,679485,636450,730057,494725,453735,699853,453460,733100,484060,650401,435138,632154,461389029
50,733500,458000,597500,574000,808000,766500,381000,758500,553500,522000,428500,587500,2179133,1524216,2198460,1941170,1911045,2147800,2178489,2017028,2217625,2127196,1396967,1837275,4198098,3408129,3962822,5022679,5299790,3789116,4960770,3617825,5149011,3517717,4632004,4577975,2179133,1524216,2198460,1941170,1911045,2147800,2178489,2017028,2217625,2127196,1396967,1837275,4198098,3408129,3962822,5022679,5299790,3789116,4960770,3617825,5149011,3517717,4632004,4577975,2179133,1524216,2198460,1941170,1911045,2147800,2178489,2017028,2217625,2127196,1396967,1837275,4198098,3408129,3962822,5022679,5299790,3789116,4960770,3617825,5149011,3517717,4632004,4577975,3306989282
51,787500,603500,522500,982000,462000,623500,498000,863500,501000,576000,810000,691500,1504472,2201593,2599735,1377334,1771490,1788344,1893815,2496133,2433391,1588600,2319675,2154926,4812457,5419371,5816545,3836142,3760247,5915115,5312301,3624761,5519471,5321334,5755663,3719363,1504472,2201593,2599735,1377334,1771490,1788344,1893815,2496133,2433391,1588600,2319675,2154926,4812457,5419371,5816545,3836142,3760247,5915115,5312301,3624761,5519471,5321334,5755663,3719363,1504472,2201593,2599735,1377334,1771490,1788344,1893815,2496133,2433391,1588600,2319675,2154926,4812457,5419371,5816545,3836142,3760247,5915115,5312301,3624761,5519471,5321334,5755663,3719363,3309286254
52,906500,1060500,1029000,955000,452000,771000,988000,590500,895500,547500,519000,734000,2688721,1904503,3031998,2133161,2488255,3134727,1656772,2897083,2098316,2138743,2020309,2132046,6817230,4135938,4954126,4112336,6318897,6813040,6016568,3948403,4504827,4730216,5380349,5193467,2688721,1904503,3031998,2133161,2488255,3134727,1656772,2897083,2098316,2138743,2020309,2132046,6817230,4135938,4954126,4112336,6318897,6813040,6016568,3948403,4504827,4730216,5380349,5193467,2688721,1904503,3031998,2133161,2488255,3134727,1656772,2897083,2098316,2138743,2020309,2132046,6817230,4135938,4954126,4112336,6318897,6813040,6016568,3948403,4504827,4730216,5380349,5193467,3872826515
53,1458500,822500,810500,878000,896500,1221000,581000,671000,608500,721000,504000,906000,1684757,2122811,1757491,2741120,1715570,2510452,3186161,2606928,2175663,2368735,2802429,2075848,7554823,5148924,7481879,4379935,6194177,4496749,5940758,7245942,4820974,6286850,7329364,6549392,1684757,2122811,1757491,2741120,1715570,2510452,3186161,2606928,2175663,2368735,2802429,2075848,7554823,5148924,7481879,4379935,6194177,4496749,5940758,7245942,4820974,6286850,7329364,6549392,1684757,2122811,1757491,2741120,1715570,2510452,3186161,2606928,2175663,2368735,2802429,2075848,7554823,5148924,7481879,4379935,6194177,4496749,5940758,7245942,4820974,6286850,7329364,6549392,3790383750
54,1018500,564500,972500,901500,743000,650000,889000,982000,487000,338000,731000,652500,2248659,2953884,2791200,2866610,1900771,2333995,1822936,2317492,1528278,1561877,1876410,1504939,4369647,6477120,4440742,5883744,5824113,6524720,4225122,4893723,6448248,3886485,5518407,3732190,2248659,2953884,2791200,2866610,1900771,2333995,1822936,2317492,1528278,1561877,1876410,1504939,4369647,6477120,4440742,5883744,5824113,6524720,4225122,4893723,6448248,3886485,5518407,3732190,2248659,2953884,2791200,2866610,1900771,2333995,1822936,2317492,1528278,1561877,1876410,1504939,4369647,6477120,4440742,5883744,5824113,6524720,4225122,4893723,6448248,3886485,5518407,3732190,1290546948
55,9000,13900,11800,9900,15100,12700,15800,11000,11600,10100,8200,11500,24165,23955,33877,31511,37487,36778,25057,39629,30152,40291,35978,40638,71558,102485,63551,74687,77197,63557,81791,98497,80544,101404,104632,91840,24165,23955,33877,31511,37487,36778,25057,39629,30152,40291,35978,40638,71558,102485,63551,74687,77197,63557,81791,98497,80544,101404,104632,91840,24165,23955,33877,31511,37487,36778,25057,39629,30152,40291,35978,40638,71558,102485,63551,74687,77197,63557,81791,98497,80544,101404,104632,91840,69433911
56,9800,24600,9300,9800,8400,7000,9900,18900,8800,8200,7100,6800,34657,34730,34570,34536,26232,31585,25798,26654,25947,23290,24150,40193,56756,78486,91667,77071,59814,77007,76851,94872,69852,80344,60882,71070,34657,34730,34570,34536,26232,31585,25798,26654,25947,23290,24150,40193,56756,78486,91667,77071,59814,77007,76851,94872,69852,80344,60882,71070,34657,34730,34570,34536,26232,31585,25798,26654,25947,23290,24150,40193,56756,78486,91667,77071,59814,77007,76851,94872,69852,80344,60882,71070,47630972
57,5300,8300,12300,5500,5400,16500,10900,6600,9100,5700,8800,14600,21029,29468,28330,18236,29815,32518,32034,24839,26298,20084,25780,35621,78968,64982,55957,58626,56857,70304,64346,48077,53191,59560,74329,71782,21029,29468,28330,18236,29815,32518,32034,24839,26298,20084,25780,35621,78968,64982,55957,58626,56857,70304,64346,48077,53191,59560,74329,71782,21029,29468,28330,18236,29815,32518,32034,24839,26298,20084,25780,35621,78968,64982,55957,58626,56857,70304,64346,48077,53191,59560,74329,71782,29245875
58,12900,17000,10200,8700,7600,10200,4200,7800,9600,14200,6500,5400,34644,31113,20583,19820,22560,25168,34620,20061,35316,19927,25658,34451,60627,78422,60348,51508,48239,55545,57682,50809,63071,57974,57911,49412,34644,31113,20583,19820,22560,25168,34620,20061,35316,19927,25658,34451,60627,78422,60348,51508,48239,55545,57682,50809,63071,57974,57911,49412,34644,31113,20583,19820,22560,25168,34620,20061,35316,19927,25658,34451,60627,78422,60348,51508,48239,55545,57682,50809,63071,57974,57911,49412,52208579
59,8800,12500,13900,7400,8100,4800,10200,5900,6900,12200,2600,7300,28253,17953,33146,31740,28203,28384,21294,32803,32895,22506,24913,21610,73629,68242,65238,47823,50999,44433,47792,71254,46788,50875,67133,71793,28253,17953,33146,31740,28203,28384,21294,32803,32895,22506,24913,21610,73629,68242,65238,47823,50999,44433,47792,71254,46788,50875,67133,71793,28253,17953,33146,31740,28203,28384,21294,32803,32895,22506,24913,21610,73629,68242,65238,47823,50999,44433,47792,71254,46788,50875,67133,71793,32854672
60,180000,232000,304000,114000,278000,253000,119000,317000,197000,226000,112000,187000,545968,824957,500369,492699,641111,806476,802919,427320,713405,835022,607092,519651,1312164,1653652,1847133,1669733,1335118,1818629,1681295,1759447,1523167,1360459,1611110,1242958,545968,824957,500369,492699,641111,806476,802919,427320,713405,835022,607092,519651,1312164,1653652,1847133,1669733,1335118,1818629,1681295,1759447,1523167,1360459,1611110,1242958,545968,824957,500369,492699,641111,806476,802919,427320,713405,835022,607092,519651,1312164,1653652,1847133,1669733,1335118,1818629,1681295,1759447,1523167,1360459,1611110,1242958,1111052906
61,213000,228000,274000,255000,191000,321000,331000,243000,169000,294000,292000,103000,846119,795872,536046,885258,712918,681699,798229,970035,871586,502938,877443,918760,1431166,1867562,1302621,1251913,1381436,1805652,1906709,1678478,1986893,1515738,1356970,1757094,846119,795872,536046,885258,712918,681699,798229,970035,871586,502938,877443,918760,1431166,1867562,1302621,1251913,1381436,1805652,1906709,1678478,1986893,1515738,1356970,1757094,846119,795872,536046,885258,712918,681699,798229,970035,871586,502938,877443,918760,1431166,1867562,1302621,1251913,1381436,1805652,1906709,1678478,1986893,1515738,1356970,1757094,955666341
62,459000,124000,398000,314000,156000,574000,241000,308000,146000,346000,56000,130000,806308,986943,647109,942654,590940,1008976,739354,944134,1033014,1063260,627361,974716,1737821,2220589,2323046,1492119,1736454,2434918,1581353,2410056,1592155,1648051,1906872,1446813,806308,986943,647109,942654,590940,1008976,739354,944134,1033014,1063260,627361,974716,1737821,2220589,2323046,1492119,1736454,2434918,1581353,2410056,1592155,1648051,1906872,1446813,806308,986943,647109,942654,590940,1008976,739354,944134,1033014,1063260,627361,974716,1737821,2220589,2323046,1492119,1736454,2434918,1581353,2410056,1592155,1648051,1906872,1446813,666649599
63,115000,170000,131000,303000,154000,476000,242000,140000,303000,560000,152000,324000,1001468,979903,919240,636989,690336,685308,974777,596056,561530,952926,951316,801794,2065614,1312846,1325650,2200874,2189687,1583789,1355725,1974870,2248773,1842626,1320574,2179689,1001468,979903,919240,636989,690336,685308,974777,596056,561530,952926,951316,801794,2065614,1312846,1325650,2200874,2189687,1583789,1355725,1974870,2248773,1842626,1320574,2179689,1001468,979903,919240,636989,690336,685308,974777,596056,561530,952926,951316,801794,2065614,1312846,1325650,2200874,2189687,1583789,1355725,1974870,2248773,1842626,1320574,2179689,1763171027
64,84000,176000,133000,111000,374000,154000,206000,217000,212000,215000,372000,170000,731122,453773,686009,421253,706535,701397,758609,509319,482863,509288,560663,508743,1754971,1512120,1811951,1355831,1618807,1102374,1378241,1663533,1172147,1047990,1011095,1157699,731122,453773,686009,421253,706535,701397,758609,509319,482863,509288,560663,508743,1754971,1512120,1811951,1355831,1618807,1102374,1378241,1663533,1172147,1047990,1011095,1157699,731122,453773,686009,421253,706535,701397,758609,509319,482863,509288,560663,508743,1754971,1512120,1811951,1355831,1618807,1102374,1378241,1663533,1172147,1047990,1011095,1157699,702081418
65,2789000,3711000,3455000,4569000,3682000,1980000,2531000,1709000,3362000,4490000,2185000,2673000,7100253,7276525,11866876,7639554,11858240,9604984,7696527,7194310,11097464,6281539,6567759,7408237,26644102,18117410,17245314,25648391,23171580,20307189,15704716,24073956,17006942,20935128,16044420,18666979,7100253,7276525,11866876,7639554,11858240,9604984,7696527,7194310,11097464,6281539,6567759,7408237,26644102,18117410,17245314,25648391,23171580,20307189,15704716,24073956,17006942,20935128,16044420,18666979,7100253,7276525,11866876,7639554,11858240,9604984,7696527,7194310,11097464,6281539,6567759,7408237,26644102,18117410,17245314,25648391,23171580,20307189,15704716,24073956,17006942,20935128,16044420,18666979,13815316962
66,3535000,3466000,2425000,4201000,2171000,479000,3435000,3023000,1943000,2626000,2708000,4427000,8990630,7411031,8889078,9114878,6594221,10884195,11421513,9718499,6650153,9440900,8648784,7633757,17069328,20382551,16479873,14955412,15443818,15995967,15666858,20710969,24849355,15529649,23390140,24211081,8990630,7411031,8889078,9114878,6594221,10884195,11421513,9718499,6650153,9440900,8648784,7633757,17069328,20382551,16479873,14955412,15443818,15995967,15666858,20710969,24849355,15529649,23390140,24211081,8990630,7411031,8889078,9114878,6594221,10884195,11421513,9718499,6650153,9440900,8648784,7633757,17069328,20382551,16479873,14955412,15443818,15995967,15666858,20710969,24849355,15529649,23390140,24211081,16445347767
67,3051000,3755000,4287000,3205000,2687000,3456000,3104000,3298000,3909000,3729000,2566000,3316000,7187558,12287736,8905394,9584462,12494057,9845810,11856053,8153434,10844672,8685101,10852025,7176636,19613486,26399307,22195600,19542294,20896230,29756182,19571016,27242040,21184022,25995327,19379354,27887673,7187558,12287736,8905394,9584462,12494057,9845810,11856053,8153434,10844672,8685101,10852025,7176636,19613486,26399307,22195600,19542294,20896230,29756182,19571016,27242040,21184022,25995327,19379354,27887673,7187558,12287736,8905394,9584462,12494057,9845810,11856053,8153434,10844672,8685101,10852025,7176636,19613486,26399307,22195600,19542294,20896230,29756182,19571016,27242040,21184022,25995327,19379354,27887673,7243719892
68,4311000,3642000,4539000,4104000,2765000,5395000,3626000,3570000,4638000,3560000,4481000,2716000,13312924,8859174,12841633,13964292,14145123,9929768,14873254,12292099,15694751,8899671,15223427,9423057,26920576,25772221,31106787,24155533,28755428,33500648,25472214,31975806,26427303,27141321,26765183,20422849,13312924,8859174,12841633,13964292,14145123,9929768,14873254,12292099,15694751,8899671,15223427,9423057,26920576,25772221,31106787,24155533,28755428,33500648,25472214,31975806,26427303,27141321,26765183,20422849,13312924,8859174,12841633,13964292,14145123,9929768,14873254,12292099,15694751,8899671,15223427,9423057,26920576,25772221,31106787,24155533,28755428,33500648,25472214,31975806,26427303,27141321,26765183,20422849,17868304568
69,3767000,5728000,5445000,2042000,4917000,4454000,5168000,3665000,4082000,4158000,5123000,2817000,10303540,15257538,16524835,13115949,14356059,11939247,15880837,14328571,10858640,15386738,9488118,8696989,36532035,31524622,27054737,31554899,32853341,35832031,33434704,27743515,26899367,24486943,27967349,34299018,10303540,15257538,16524835,13115949,14356059,11939247,15880837,14328571,10858640,15386738,9488118,8696989,36532035,31524622,27054737,31554899,32853341,35832031,33434704,27743515,26899367,24486943,27967349,34299018,10303540,15257538,16524835,13115949,14356059,11939247,15880837,14328571,10858640,15386738,9488118,8696989,36532035,31524622,27054737,31554899,32853341,35832031,33434704,27743515,26899367,24486943,27967349,34299018,21435102170
70,8550,10800,6230,6320,6050,9120,3360,13710,7660,8070,6610,8090,29507,16233,20086,24102,18544,17933,26662,26489,25624,29343,23209,17637,41359,46682,41501,60367,67367,55941,44565,64045,70385,63268,53167,39480,29507,16233,20086,24102,18544,17933,26662,26489,25624,29343,23209,17637,41359,46682,41501,60367,67367,55941,44565,64045,70385,63268,53167,39480,29507,16233,20086,24102,18544,17933,26662,26489,25624,29343,23209,17637,41359,46682,41501,60367,67367,55941,44565,64045,70385,63268,53167,39480,45234866
71,7970,2850,8150,6240,4480,3840,6890,4490,5930,5680,3470,15820,16262,25252,17507,20769,25080,22589,16956,16163,24078,22540,20311,16084,49717,35877,43137,42035,47234,54539,56686,53683,53455,39822,51194,32574,16262,25252,17507,20769,25080,22589,16956,16163,24078,22540,20311,16084,49717,35877,43137,42035,47234,54539,56686,53683,53455,39822,51194,32574,16262,25252,17507,20769,25080,22589,16956,16163,24078,22540,20311,16084,49717,35877,43137,42035,47234,54539,56686,53683,53455,39822,51194,32574,44615050
72,3100,3800,8740,4240,5440,4060,4630,7050,7970,6040,2220,6180,17605,14766,16256,16930,10589,19448,17771,13320,15100,15356,15137,17748,38694,42041,28623,43613,35250,44261,27633,36615,31520,41944,34849,47600,17605,14766,16256,16930,10589,19448,17771,13320,15100,15356,15137,17748,38694,42041,28623,43613,35250,44261,27633,36615,31520,41944,34849,47600,17605,14766,16256,16930,10589,19448,17771,13320,15100,15356,15137,17748,38694,42041,28623,43613,35250,44261,27633,36615,31520,41944,34849,47600,39958325
73,4160,10740,11140,17670,6110,8820,4970,11750,8280,13040,7320,12070,29461,35526,27138,32584,24759,29105,26698,26159,22559,33958,37561,36418,87009,52708,71930,83155,50951,82650,53113,49514,74498,86491,67809,81238,29461,35526,27138,32584,24759,29105,26698,26159,22559,33958,37561,36418,87009,52708,71930,83155,50951,82650,53113,49514,74498,86491,67809,81238,29461,35526,27138,32584,24759,29105,26698,26159,22559,33958,37561,36418,87009,52708,71930,83155,50951,82650,53113,49514,74498,86491,67809,81238,66520179
74,7050,7200,12560,8760,11950,13780,9780,4280,7350,4530,8290,5180,30796,27967,27334,31543,20256,19367,29324,28289,20479,29895,28939,28904,43237,72706,46262,65373,68065,51591,48663,51794,56387,68509,72916,60023,30796,27967,27334,31543,20256,19367,29324,28289,20479,29895,28939,28904,43237,72706,46262,65373,68065,51591,48663,51794,56387,68509,72916,60023,30796,27967,27334,31543,20256,19367,29324,28289,20479,29895,28939,28904,43237,72706,46262,65373,68065,51591,48663,51794,56387,68509,72916,60023,13257070
75,866,287,1130,969,1304,1533,284,94,319,287,202,414,1444,1622,2176,1908,2422,2197,1470,1827,2021,2068,2118,1477,5541,4472,4920,5555,5482,5764,3718,3639,3275,4134,4218,3454,1444,1622,2176,1908,2422,2197,1470,1827,2021,2068,2118,1477,5541,4472,4920,5555,5482,5764,3718,3639,3275,4134,4218,3454,1444,1622,2176,1908,2422,2197,1470,1827,2021,2068,2118,1477,5541,4472,4920,5555,5482,5764,3718,3639,3275,4134,4218,3454,3538003
76,55,228,519,1039,251,445,303,171,313,450,1002,275,1428,1539,1085,1019,1199,1122,1351,1099,1177,1650,1664,1254,2261,3165,2465,2690,3145,3459,3207,2825,3724,2721,2278,2649,1428,1539,1085,1019,1199,1122,1351,1099,1177,1650,1664,1254,2261,3165,2465,2690,3145,3459,3207,2825,3724,2721,2278,2649,1428,1539,1085,1019,1199,1122,1351,1099,1177,1650,1664,1254,2261,3165,2465,2690,3145,3459,3207,2825,3724,2721,2278,2649,2742047
77,652,702,770,265,452,676,486,1735,199,368,225,361,1454,1797,2160,1530,1660,1950,2184,2158,2191,1597,1344,1581,5088,2896,3020,3900,2916,4999,4614,4422,4933,4946,3979,4657,1454,1797,2160,1530,1660,1950,2184,2158,2191,1597,1344,1581,5088,2896,3020,3900,2916,4999,4614,4422,4933,4946,3979,4657,1454,1797,2160,1530,1660,1950,2184,2158,2191,1597,1344,1581,5088,2896,3020,3900,2916,4999,4614,4422,4933,4946,3979,4657,3267155
